カラット,カット,色,透明度,奥行き,テーブル,価格,長さ,幅,深さ,鑑定書,産地
0.78,Ideal,I,SI2,59.6,59.9,1753,4.55,4.46,2.63,合同会社中村電気鑑定所,カナダ
1.61,Fair,I,SI1,61.9,55.8,5026,6.11,6.14,3.49,有限会社渡辺印刷鑑定所,カナダ
1.03,Very Good,E,SI1,50.1,58.2,2998,4.84,4.81,2.77,株式会社山崎食品鑑定所,カナダ
0.6,Very Good,D,VS1,68.8,61.5,988,4.0,3.96,2.37,株式会社高橋銀行鑑定所,オーストラリア
2.51,Premium,F,SI1,55.1,59.3,21047,6.58,6.34,4.37,合同会社田中運輸鑑定所,ボツワナ
2.19,Good,E,VVS2,63.1,58.6,11836,6.19,6.02,3.61,三浦農林合同会社鑑定所,カナダ
0.49,Premium,J,VS2,56.1,64.0,868,3.75,3.6,2.19,有限会社中村農林鑑定所,ボツワナ
0.97,Premium,G,SI1,68.0,58.9,2977,4.49,4.31,2.71,合同会社鈴木建設鑑定所,ボツワナ
2.11,Very Good,G,IF,67.3,60.9,14950,6.02,6.01,3.78,鈴木鉱業有限会社鑑定所,ボツワナ
0.43,Premium,H,VS2,63.2,60.9,631,3.61,3.46,2.29,林運輸株式会社鑑定所,ロシア
3.48,Good,I,SI1,59.2,61.2,29488,6.92,6.77,4.02,株式会社石井運輸鑑定所,南アフリカ
0.53,Premium,F,VVS2,53.8,57.0,1015,3.84,3.71,2.37,高橋水産有限会社鑑定所,ボツワナ
0.89,Fair,J,SI2,59.7,65.4,1881,4.74,4.71,3.1,有限会社長谷川銀行鑑定所,ボツワナ
1.12,Good,G,VS1,60.0,60.6,3387,5.2,5.3,2.92,株式会社山下ガス鑑定所,ボツワナ
0.67,Ideal,G,VVS2,63.0,60.9,1692,3.91,3.85,1.99,有限会社山下建設鑑定所,南アフリカ
1.55,Premium,E,SI1,58.1,58.3,7512,5.6,5.39,3.13,有限会社後藤電気鑑定所,カナダ
0.97,Very Good,F,VVS1,67.7,58.0,2243,4.75,4.58,2.92,山本銀行合同会社鑑定所,ロシア
1.37,Fair,H,I1,64.6,58.7,4386,4.86,4.78,2.95,有限会社高橋保険鑑定所,ボツワナ
1.82,Premium,G,SI1,67.1,52.5,10541,5.6,5.42,3.28,合同会社三浦ガス鑑定所,ボツワナ
0.37,Premium,J,I1,63.9,64.0,500,3.54,3.47,2.42,山本鉱業有限会社鑑定所,オーストラリア
0.68,Premium,G,VS2,63.7,64.3,1694,4.25,4.17,2.78,渡辺保険株式会社鑑定所,オーストラリア
1.75,Very Good,D,VS1,52.5,54.6,9912,5.42,5.39,3.33,合同会社山口水産鑑定所,ロシア
1.1,Very Good,J,VS2,61.9,59.5,4019,4.91,4.81,3.05,橋本銀行株式会社鑑定所,ボツワナ
2.68,Very Good,E,I1,66.4,57.6,21488,6.72,6.61,4.15,清水建設有限会社鑑定所,ロシア
1.98,Ideal,G,I1,68.6,60.7,15539,6.05,5.98,3.58,吉田運輸株式会社鑑定所,南アフリカ
1.37,Premium,I,SI1,65.2,54.5,6291,5.36,5.03,3.04,有限会社伊藤鉱業鑑定所,南アフリカ
1.6,Good,H,I1,55.4,59.3,6069,5.44,5.1,3.08,福田建設合同会社鑑定所,南アフリカ
0.41,Premium,E,VS2,57.1,59.1,500,3.27,3.06,2.22,合同会社石川印刷鑑定所,ボツワナ
0.84,Premium,D,IF,54.4,58.9,1892,4.7,4.53,2.73,有限会社後藤電気鑑定所,南アフリカ
2.12,Very Good,D,VVS2,57.4,60.8,14675,5.73,5.59,3.34,合同会社橋本ガス鑑定所,ロシア
0.39,Premium,E,I1,69.9,55.8,500,3.27,3.2,1.95,小川農林合同会社鑑定所,南アフリカ
0.37,Premium,J,VS2,54.9,61.8,500,3.23,3.1,1.71,合同会社中川ガス鑑定所,ボツワナ
0.6,Ideal,I,VS1,62.0,58.5,1502,3.61,3.53,2.42,吉田運輸株式会社鑑定所,ロシア
1.52,Fair,F,I1,60.3,59.5,5366,4.82,4.81,2.82,株式会社中村保険鑑定所,オーストラリア
0.51,Ideal,G,SI1,56.2,60.0,903,3.45,3.34,1.93,吉田農林株式会社鑑定所,ボツワナ
1.25,Premium,J,VS1,64.4,61.7,5712,5.13,5.02,3.66,山本銀行株式会社鑑定所,南アフリカ
0.53,Fair,E,IF,49.1,62.2,703,3.86,3.84,2.22,中川鉱業有限会社鑑定所,オーストラリア
0.65,Premium,G,VVS1,53.0,63.2,1511,3.95,3.92,2.35,高橋鉱業合同会社鑑定所,ロシア
3.96,Ideal,G,VVS2,57.7,59.3,57342,6.85,6.66,4.16,合同会社斎藤ガス鑑定所,カナダ
1.48,Good,D,SI1,57.5,57.1,6580,5.58,5.57,3.28,合同会社渡辺水産鑑定所,カナダ
1.29,Premium,H,IF,55.4,63.4,4013,4.97,4.88,3.11,前田通信株式会社鑑定所,オーストラリア
0.85,Good,D,SI2,59.8,59.5,1905,4.51,4.59,2.89,株式会社渡辺農林鑑定所,南アフリカ
0.84,Premium,H,SI1,63.4,64.3,2585,4.13,4.24,2.44,井上食品株式会社鑑定所,ロシア
1.84,Very Good,H,I1,62.1,63.8,9278,5.81,5.75,3.26,合同会社渡辺農林鑑定所,オーストラリア
0.33,Premium,G,VVS2,58.8,57.0,500,3.12,3.0,2.17,合同会社吉田ガス鑑定所,ロシア
0.91,Very Good,E,VS1,53.8,66.3,2970,4.83,4.91,2.87,池田建設有限会社鑑定所,ボツワナ
2.22,Good,D,IF,65.9,57.5,13055,5.55,5.44,3.3,合同会社山田保険鑑定所,南アフリカ
1.39,Premium,F,I1,52.6,54.5,6892,5.08,4.91,3.5,佐藤食品合同会社鑑定所,ボツワナ
1.06,Very Good,H,I1,61.0,56.9,3274,4.69,4.53,2.74,株式会社石川鉱業鑑定所,南アフリカ
1.12,Premium,F,IF,65.4,60.7,3849,5.06,4.96,3.09,合同会社小林運輸鑑定所,ロシア
1.57,Ideal,J,IF,62.6,58.3,7973,5.16,4.96,2.97,渡辺建設有限会社鑑定所,ボツワナ
1.3,Premium,I,VVS2,60.5,57.8,4543,4.88,4.8,2.56,後藤水産株式会社鑑定所,南アフリカ
0.46,Premium,G,VVS1,63.3,54.2,662,3.72,3.57,2.06,佐藤農林有限会社鑑定所,オーストラリア
3.16,Premium,I,VS1,58.9,57.5,28147,6.48,6.48,4.0,渡辺印刷株式会社鑑定所,オーストラリア
0.7,Fair,G,IF,60.9,61.9,957,3.9,3.98,2.37,後藤電気合同会社鑑定所,オーストラリア
0.91,Premium,D,VVS1,64.5,55.9,2868,4.28,4.17,2.83,鈴木印刷合同会社鑑定所,ロシア
1.19,Very Good,I,SI1,55.8,58.1,4813,5.11,4.96,2.7,中島運輸株式会社鑑定所,南アフリカ
1.96,Ideal,D,VVS2,56.4,59.1,12814,5.37,5.14,3.21,合同会社石井電気鑑定所,カナダ
0.8,Premium,H,SI2,62.2,59.3,2259,4.32,4.26,2.68,株式会社田中建設鑑定所,ボツワナ
1.08,Very Good,J,VVS2,56.4,61.1,3610,4.8,4.91,2.79,松本建設合同会社鑑定所,ロシア
1.17,Ideal,F,VVS2,62.0,57.8,5511,5.08,5.06,2.94,近藤食品合同会社鑑定所,カナダ
2.09,Very Good,D,SI1,68.5,54.8,14845,6.09,6.09,3.28,合同会社佐藤銀行鑑定所,南アフリカ
1.42,Premium,F,IF,64.4,59.1,7032,5.44,5.46,3.55,合同会社佐々木水産鑑定所,カナダ
0.9,Ideal,D,VVS1,64.0,63.0,2618,4.49,4.42,2.38,山口農林合同会社鑑定所,オーストラリア
0.69,Good,E,VS2,61.4,53.6,1356,4.12,3.92,2.2,鈴木印刷有限会社鑑定所,オーストラリア
0.71,Very Good,I,I1,70.7,63.7,1513,4.37,4.27,2.13,有限会社鈴木農林鑑定所,オーストラリア
0.84,Ideal,I,IF,49.9,60.4,2234,3.87,3.86,2.16,合同会社太田ガス鑑定所,南アフリカ
1.0,Ideal,H,I1,74.4,62.5,3597,4.45,4.6,2.83,株式会社坂本運輸鑑定所,オーストラリア
0.76,Good,E,I1,49.1,60.5,1589,4.26,4.09,2.52,株式会社田中農林鑑定所,ロシア
1.54,Very Good,D,VS2,52.9,59.7,7845,5.57,5.36,3.56,株式会社小林電気鑑定所,南アフリカ
0.66,Very Good,D,VS1,59.9,60.9,1470,4.05,3.96,2.74,株式会社山本鉱業鑑定所,ボツワナ
0.43,Premium,G,VVS2,51.4,58.8,632,3.68,3.58,2.25,合同会社加藤鉱業鑑定所,ボツワナ
1.53,Very Good,H,VVS2,51.1,61.4,7766,5.22,5.03,2.93,松本運輸株式会社鑑定所,ロシア
0.64,Ideal,E,VS1,64.8,63.4,1171,4.05,4.1,2.34,福田印刷株式会社鑑定所,ロシア
0.55,Premium,H,I1,59.0,60.7,1043,3.71,3.58,2.24,合同会社斎藤食品鑑定所,オーストラリア
0.48,Good,G,SI2,72.4,59.0,608,3.56,3.49,2.15,藤田食品株式会社鑑定所,ロシア
2.2,Premium,I,VS1,56.0,61.0,18029,5.98,5.74,4.11,鈴木建設有限会社鑑定所,ボツワナ
0.9,Very Good,D,VVS1,59.3,61.2,2227,4.44,4.39,2.79,有限会社斉藤電気鑑定所,南アフリカ
0.76,Premium,E,VVS1,56.1,66.3,1460,3.73,3.7,2.48,株式会社渡辺農林鑑定所,南アフリカ
1.81,Good,J,VS1,58.0,63.7,9226,5.94,5.66,3.28,山田印刷合同会社鑑定所,カナダ
1.21,Good,I,SI1,55.1,64.2,3638,4.69,4.71,3.21,合同会社長谷川印刷鑑定所,ロシア
0.64,Premium,I,SI2,58.1,57.8,1440,4.07,3.8,2.17,井上印刷合同会社鑑定所,ボツワナ
0.93,Very Good,I,I1,57.7,57.6,2226,4.66,4.5,2.75,阿部食品合同会社鑑定所,南アフリカ
1.33,Very Good,G,VVS2,55.2,64.9,5052,4.96,4.97,3.02,池田建設有限会社鑑定所,オーストラリア
1.37,Premium,D,VS1,58.8,61.8,7128,5.77,5.6,3.34,株式会社佐藤ガス鑑定所,南アフリカ
1.0,Premium,D,SI1,60.0,65.9,3244,4.61,4.48,2.42,有限会社高橋保険鑑定所,カナダ
0.94,Premium,F,SI1,57.3,63.2,3103,4.49,4.53,2.78,株式会社山本情報鑑定所,ロシア
1.29,Ideal,G,VS1,60.3,58.9,6244,4.63,4.63,2.65,合同会社山下通信鑑定所,南アフリカ
2.25,Very Good,I,IF,61.5,64.9,14070,6.48,6.2,4.04,佐藤鉱業合同会社鑑定所,ボツワナ
0.82,Fair,G,VVS1,52.6,58.2,2013,4.36,4.19,2.96,村上運輸有限会社鑑定所,ボツワナ
1.6,Premium,F,VVS2,64.8,61.4,8128,4.99,4.86,2.91,有限会社森情報鑑定所,カナダ
1.38,Ideal,D,VS2,56.3,60.1,7198,5.38,5.32,2.76,有限会社林農林鑑定所,オーストラリア
1.44,Ideal,E,SI2,65.8,59.7,8251,5.1,4.83,3.44,高橋運輸有限会社鑑定所,カナダ
1.31,Good,H,SI2,50.8,62.0,4820,5.29,5.25,3.21,伊藤通信株式会社鑑定所,ボツワナ
1.29,Premium,H,VVS1,61.6,54.3,5478,5.24,5.07,3.24,合同会社村上印刷鑑定所,カナダ
1.68,Ideal,I,VS1,49.7,55.2,11138,5.28,5.24,3.13,株式会社斎藤情報鑑定所,カナダ
0.72,Premium,I,VS1,56.2,65.8,1611,4.26,4.17,2.38,株式会社中川水産鑑定所,オーストラリア
0.84,Good,G,IF,62.6,58.8,1955,4.05,3.9,2.58,渡辺通信合同会社鑑定所,ボツワナ
1.5,Ideal,I,VVS2,60.1,61.4,9435,5.41,5.21,3.24,小林鉱業株式会社鑑定所,オーストラリア
0.84,Premium,I,IF,57.3,60.5,1929,4.32,4.38,2.75,村上鉱業有限会社鑑定所,南アフリカ
0.98,Good,I,I1,59.7,58.3,2894,4.56,4.42,2.38,株式会社佐藤農林鑑定所,ボツワナ
1.91,Very Good,F,VVS2,64.0,62.6,9494,5.53,5.39,3.76,近藤情報有限会社鑑定所,オーストラリア
0.49,Very Good,I,VVS1,53.8,60.5,673,3.57,3.48,1.99,井上保険有限会社鑑定所,オーストラリア
0.59,Premium,I,SI2,68.4,61.3,1060,3.96,3.9,2.42,株式会社渡辺通信鑑定所,オーストラリア
1.48,Very Good,I,IF,60.7,56.3,6390,5.27,5.24,3.33,佐藤保険合同会社鑑定所,ロシア
1.13,Good,I,VVS1,57.1,59.5,3748,5.02,5.04,2.78,山崎銀行有限会社鑑定所,ロシア
2.25,Premium,F,VS1,58.0,61.4,16651,6.12,5.95,3.18,中村情報株式会社鑑定所,ロシア
1.37,Very Good,D,VS1,57.2,65.1,5258,4.77,4.59,2.86,林水産合同会社鑑定所,カナダ
0.54,Ideal,F,SI2,55.4,56.3,1071,3.86,3.83,2.28,藤原ガス合同会社鑑定所,南アフリカ
1.35,Premium,F,VS1,64.4,59.8,5632,4.74,4.57,3.17,有限会社清水ガス鑑定所,カナダ
1.13,Premium,J,VS1,63.2,55.3,4400,4.99,5.1,3.14,株式会社山崎建設鑑定所,オーストラリア
0.58,Premium,I,IF,59.5,56.5,1352,3.85,3.74,2.06,佐藤印刷合同会社鑑定所,ロシア
0.43,Ideal,E,SI2,52.3,61.6,743,3.4,3.32,1.97,合同会社山本鉱業鑑定所,南アフリカ
1.71,Fair,D,VVS1,60.0,61.9,7889,5.53,5.46,3.57,佐藤保険有限会社鑑定所,オーストラリア
2.27,Ideal,G,IF,49.0,64.0,14160,5.94,5.73,3.55,有限会社加藤保険鑑定所,カナダ
1.3,Premium,D,VVS1,50.8,58.7,5320,5.07,5.02,2.97,有限会社伊藤ガス鑑定所,ボツワナ
1.49,Good,G,VS2,59.6,58.1,5854,5.12,4.82,2.94,藤井運輸有限会社鑑定所,ボツワナ
0.62,Good,F,I1,69.7,59.5,1121,3.93,3.76,2.1,石井電気有限会社鑑定所,南アフリカ
1.6,Ideal,G,SI2,64.9,60.4,10006,5.43,5.32,3.67,有限会社斉藤銀行鑑定所,オーストラリア
1.13,Very Good,F,SI1,45.7,57.4,3410,4.86,4.7,3.04,株式会社田中印刷鑑定所,オーストラリア
0.57,Ideal,D,IF,58.4,60.1,1148,3.93,3.92,2.39,株式会社小林運輸鑑定所,ボツワナ
2.53,Premium,D,SI2,64.2,60.0,20109,6.43,6.07,3.09,田中食品合同会社鑑定所,オーストラリア
1.8,Very Good,H,IF,58.0,56.6,9895,6.19,6.23,3.53,橋本保険有限会社鑑定所,カナダ
1.09,Premium,F,VS2,63.9,59.1,3113,4.57,4.53,2.55,田中情報株式会社鑑定所,カナダ
0.85,Premium,E,IF,61.2,63.1,2610,4.43,4.36,2.42,有限会社松本農林鑑定所,ボツワナ
0.68,Premium,D,I1,53.8,54.3,1510,4.01,3.98,2.26,株式会社山田運輸鑑定所,ロシア
0.74,Good,D,VVS1,60.4,64.8,1441,4.11,4.06,2.34,合同会社吉田食品鑑定所,ボツワナ
2.85,Ideal,G,VVS1,61.0,58.6,24784,6.96,6.96,3.91,三浦ガス合同会社鑑定所,オーストラリア
1.1,Premium,E,SI2,57.2,56.6,3918,5.08,4.93,2.96,株式会社阿部農林鑑定所,オーストラリア
0.59,Very Good,J,VS2,63.5,56.1,1057,3.81,3.63,2.1,合同会社中川鉱業鑑定所,カナダ
0.45,Ideal,H,SI1,57.6,55.1,595,3.46,3.33,2.31,合同会社斎藤ガス鑑定所,オーストラリア
1.05,Very Good,J,VS2,55.4,63.1,3356,4.63,4.52,2.38,株式会社吉田鉱業鑑定所,ロシア
1.46,Ideal,H,VS2,63.8,60.6,9007,5.16,5.13,2.8,有限会社田中情報鑑定所,南アフリカ
0.52,Premium,H,SI1,62.7,65.3,715,3.76,3.55,2.1,木村農林有限会社鑑定所,ロシア
1.21,Good,H,VS1,54.2,57.5,3195,4.93,4.83,2.63,合同会社吉田運輸鑑定所,南アフリカ
0.41,Premium,E,VS1,58.5,57.1,569,3.6,3.42,2.27,伊藤水産有限会社鑑定所,南アフリカ
2.75,Ideal,F,I1,56.6,60.7,25593,7.18,6.97,4.32,有限会社加藤保険鑑定所,ロシア
1.22,Good,G,SI2,73.2,66.2,3287,4.89,4.77,2.85,有限会社山本ガス鑑定所,ロシア
1.16,Ideal,G,VS1,53.6,61.7,5039,4.74,4.51,3.1,三浦運輸株式会社鑑定所,ボツワナ
1.79,Ideal,I,IF,53.2,57.3,11107,5.73,5.56,3.68,合同会社山本建設鑑定所,カナダ
0.62,Premium,E,SI2,74.8,63.2,1039,3.74,3.73,2.31,株式会社高橋食品鑑定所,カナダ
0.76,Very Good,I,VVS2,56.8,62.3,1733,4.16,4.23,2.48,佐藤ガス株式会社鑑定所,ボツワナ
0.97,Very Good,G,VVS2,64.2,63.1,2779,4.72,4.73,2.96,合同会社森電気鑑定所,カナダ
0.92,Premium,J,IF,64.8,57.6,2662,4.74,4.67,2.81,株式会社渡辺電気鑑定所,ロシア
0.96,Ideal,I,VVS2,53.2,60.7,3723,4.52,4.4,2.82,田中ガス合同会社鑑定所,オーストラリア
1.43,Fair,G,IF,49.9,60.6,4264,5.18,5.2,3.26,合同会社井上農林鑑定所,オーストラリア
0.85,Premium,G,VS2,60.4,56.8,2303,4.13,4.03,2.59,岡本鉱業株式会社鑑定所,オーストラリア
0.56,Premium,F,SI2,64.0,62.0,899,3.52,3.42,2.2,株式会社後藤銀行鑑定所,ボツワナ
1.17,Very Good,H,SI2,69.3,63.7,4288,4.7,4.5,2.93,株式会社遠藤鉱業鑑定所,ボツワナ
1.11,Ideal,E,VS1,59.7,62.0,4182,4.96,4.86,2.86,合同会社渡辺印刷鑑定所,カナダ
1.41,Fair,F,I1,50.6,62.8,5104,5.01,4.95,2.93,合同会社鈴木銀行鑑定所,南アフリカ
0.67,Very Good,H,VS1,62.1,59.4,1485,3.86,3.68,2.01,有限会社藤井鉱業鑑定所,ボツワナ
1.21,Good,D,SI2,55.4,58.2,3926,5.07,4.98,3.14,合同会社高橋運輸鑑定所,カナダ
1.97,Good,E,IF,53.7,65.9,10132,5.49,5.44,3.66,田中銀行有限会社鑑定所,カナダ
1.23,Premium,D,VS1,62.5,57.4,4971,4.84,4.76,3.13,有限会社近藤ガス鑑定所,ロシア
0.59,Good,H,VS2,61.6,58.2,998,3.71,3.58,2.28,西村通信合同会社鑑定所,カナダ
0.23,Very Good,J,SI2,59.4,59.3,500,3.0,3.0,1.82,小川食品株式会社鑑定所,南アフリカ
0.51,Premium,D,VS1,60.9,60.3,773,3.64,3.44,2.16,橋本通信有限会社鑑定所,ボツワナ
0.75,Very Good,I,IF,57.0,59.1,1853,3.97,4.0,2.38,株式会社山本水産鑑定所,カナダ
0.72,Very Good,J,SI2,60.6,61.2,1662,3.86,3.64,2.68,木村保険有限会社鑑定所,カナダ
0.63,Premium,I,VS1,57.7,56.8,1300,4.22,4.23,2.73,阿部建設株式会社鑑定所,オーストラリア
0.58,Premium,H,VS1,64.5,62.6,1113,3.89,3.79,2.26,伊藤運輸株式会社鑑定所,カナダ
0.88,Very Good,I,SI1,55.6,63.4,2071,4.86,4.69,2.75,高橋保険株式会社鑑定所,ボツワナ
2.06,Good,D,SI1,45.8,60.0,10833,5.92,5.76,3.89,株式会社斎藤通信鑑定所,南アフリカ
0.95,Good,F,SI1,60.7,57.8,2148,4.46,4.3,2.24,藤田通信株式会社鑑定所,オーストラリア
1.35,Premium,D,I1,66.6,60.0,5776,4.76,4.66,2.51,合同会社鈴木建設鑑定所,南アフリカ
1.09,Good,I,I1,54.6,51.0,3482,5.13,5.1,2.95,合同会社石井建設鑑定所,カナダ
1.42,Good,D,IF,58.6,58.3,6631,5.28,5.09,3.56,有限会社井上印刷鑑定所,ボツワナ
0.79,Ideal,I,SI1,67.1,62.6,2174,4.27,4.16,2.77,有限会社藤原電気鑑定所,ボツワナ
0.53,Premium,F,I1,56.1,62.7,1006,3.96,4.0,2.14,合同会社伊藤水産鑑定所,オーストラリア
1.76,Very Good,E,VVS1,64.8,61.6,7948,5.47,5.35,3.35,小林電気有限会社鑑定所,ボツワナ
1.17,Ideal,E,VVS1,60.1,60.7,4480,4.87,4.78,2.79,株式会社山田運輸鑑定所,ロシア
0.75,Good,G,SI1,57.7,62.3,1587,4.33,4.29,2.48,小林運輸合同会社鑑定所,ロシア
1.15,Very Good,D,I1,61.8,54.9,3437,4.69,4.46,2.82,有限会社佐々木情報鑑定所,南アフリカ
1.01,Fair,I,VVS1,55.9,61.1,2033,4.9,4.89,3.08,石川電気有限会社鑑定所,南アフリカ
0.96,Good,J,I1,61.8,60.1,2864,4.6,4.5,2.51,株式会社井上印刷鑑定所,オーストラリア
1.32,Premium,D,VS1,60.3,63.3,6111,5.14,5.1,2.87,中村運輸有限会社鑑定所,カナダ
0.65,Very Good,F,SI2,61.5,55.5,1271,3.97,3.86,2.28,高橋印刷有限会社鑑定所,ボツワナ
1.9,Premium,J,VVS1,53.5,54.5,10782,5.41,5.38,3.42,渡辺運輸株式会社鑑定所,オーストラリア
0.9,Good,I,VS1,60.1,60.1,1983,4.4,4.33,2.94,吉田電気有限会社鑑定所,南アフリカ
1.45,Very Good,F,VS2,57.8,59.5,7110,5.35,5.36,3.06,鈴木建設株式会社鑑定所,ボツワナ
1.4,Premium,H,SI1,66.2,60.7,6602,5.25,5.23,3.83,鈴木通信有限会社鑑定所,オーストラリア
0.86,Premium,D,I1,56.2,53.9,2406,4.38,4.48,3.03,遠藤農林株式会社鑑定所,ボツワナ
0.55,Good,E,IF,57.1,59.8,734,3.98,3.83,2.43,西村食品合同会社鑑定所,南アフリカ
0.45,Premium,F,VVS2,55.2,61.7,674,3.69,3.72,2.19,合同会社小川建設鑑定所,ボツワナ
0.52,Very Good,J,VVS2,61.2,60.3,787,3.58,3.5,2.13,渡辺銀行有限会社鑑定所,ボツワナ
1.49,Ideal,J,VS2,58.9,59.5,7562,5.29,5.2,3.63,井上鉱業合同会社鑑定所,ロシア
1.03,Very Good,G,VVS1,68.0,59.4,3625,4.49,4.27,2.75,高橋農林合同会社鑑定所,ボツワナ
0.64,Good,H,SI2,62.6,57.1,888,4.48,4.42,2.58,株式会社佐々木鉱業鑑定所,ロシア
1.55,Good,E,VS1,53.2,59.8,7061,5.24,5.05,2.96,佐藤印刷株式会社鑑定所,南アフリカ
0.43,Very Good,H,VS1,54.8,58.8,500,3.68,3.48,2.15,木村ガス合同会社鑑定所,ロシア
1.1,Very Good,D,VVS1,55.6,57.9,3963,4.68,4.96,2.75,中川建設株式会社鑑定所,ロシア
0.89,Good,F,IF,57.7,58.1,2370,4.59,4.52,2.85,有限会社橋本印刷鑑定所,カナダ
1.03,Very Good,G,VS1,56.7,62.1,3472,4.68,4.66,3.05,山本印刷合同会社鑑定所,オーストラリア
1.18,Very Good,H,VS2,54.9,58.9,4457,5.05,4.91,2.77,株式会社山口建設鑑定所,ボツワナ
0.56,Ideal,D,VS2,60.0,52.8,920,3.83,3.58,2.26,株式会社高橋農林鑑定所,ボツワナ
1.01,Ideal,G,SI1,63.6,57.4,3009,4.34,4.16,2.75,有限会社岡田情報鑑定所,南アフリカ
1.34,Good,I,I1,59.3,63.3,5545,5.0,4.93,2.68,西村鉱業合同会社鑑定所,カナダ
0.33,Premium,D,VVS2,61.9,60.0,500,3.18,3.1,1.94,株式会社中島食品鑑定所,ロシア
1.43,Ideal,I,I1,66.5,63.2,7194,5.09,5.19,3.2,有限会社吉田電気鑑定所,オーストラリア
1.18,Premium,H,I1,62.4,59.8,4157,5.07,5.07,3.09,有限会社高橋農林鑑定所,ボツワナ
1.7,Ideal,D,VS1,67.2,60.1,9520,5.82,5.56,3.22,山口建設有限会社鑑定所,オーストラリア
0.92,Very Good,I,IF,55.4,63.4,2795,4.58,4.48,2.98,藤田ガス株式会社鑑定所,南アフリカ
1.08,Premium,F,VS1,63.1,58.0,3921,4.78,4.65,3.58,山口農林株式会社鑑定所,ボツワナ
0.89,Premium,J,SI1,55.7,59.5,2841,4.56,4.33,2.57,木村情報合同会社鑑定所,南アフリカ
0.92,Very Good,H,VS1,62.3,59.3,2181,4.76,4.8,2.98,有限会社鈴木農林鑑定所,南アフリカ
1.67,Very Good,H,VVS1,60.2,61.5,7934,5.52,5.49,3.35,合同会社橋本運輸鑑定所,南アフリカ
0.89,Very Good,J,IF,63.6,61.6,2492,4.48,4.47,2.38,山口電気株式会社鑑定所,南アフリカ
1.81,Ideal,G,VS1,57.7,60.1,12393,5.6,5.52,3.61,中島銀行合同会社鑑定所,ロシア
1.17,Premium,E,VS1,55.4,62.4,4733,5.07,4.91,3.52,株式会社村上水産鑑定所,南アフリカ
1.99,Ideal,E,VVS2,67.0,60.7,14022,6.18,6.04,3.96,株式会社藤原保険鑑定所,ボツワナ
0.85,Very Good,F,VS1,57.8,54.3,2326,4.6,4.48,2.47,藤田ガス合同会社鑑定所,南アフリカ
0.54,Premium,D,IF,55.6,60.6,997,3.71,3.6,2.06,佐々木印刷有限会社鑑定所,オーストラリア
1.36,Premium,H,SI2,67.4,57.0,5126,5.15,5.15,3.18,高橋農林有限会社鑑定所,ロシア
1.07,Ideal,E,VVS2,54.5,65.9,3717,4.95,4.74,3.11,加藤運輸株式会社鑑定所,ロシア
1.83,Ideal,J,VVS2,54.0,58.5,12226,5.85,5.7,3.64,鈴木鉱業株式会社鑑定所,ボツワナ
0.95,Ideal,G,VVS2,61.2,60.2,2999,4.58,4.58,2.86,斎藤鉱業合同会社鑑定所,ボツワナ
1.39,Premium,G,VS1,51.4,59.8,7232,5.38,5.43,2.92,合同会社伊藤農林鑑定所,ロシア
0.42,Very Good,J,I1,58.7,59.8,500,3.61,3.44,2.09,株式会社清水農林鑑定所,ボツワナ
0.72,Good,I,IF,60.7,61.6,1495,4.29,4.26,2.5,斎藤鉱業株式会社鑑定所,ロシア
1.24,Premium,E,VS1,57.5,66.8,4652,5.15,5.22,3.16,合同会社佐々木通信鑑定所,オーストラリア
0.81,Ideal,I,I1,64.9,56.3,2602,4.5,4.3,2.68,清水電気合同会社鑑定所,南アフリカ
1.23,Premium,F,VS2,64.0,57.4,5225,4.98,4.99,3.29,山下食品株式会社鑑定所,ロシア
1.15,Premium,G,SI1,59.2,57.7,3436,5.05,5.05,2.9,高橋ガス合同会社鑑定所,南アフリカ
0.57,Very Good,E,VS1,66.1,57.6,1018,3.75,3.7,2.1,合同会社森食品鑑定所,カナダ
0.53,Premium,E,IF,60.2,51.3,921,3.89,3.8,2.75,佐藤情報有限会社鑑定所,南アフリカ
1.04,Premium,J,VS1,65.1,59.0,3789,4.57,4.31,2.64,佐藤印刷合同会社鑑定所,ロシア
0.75,Very Good,F,SI1,66.1,60.3,1611,4.42,4.55,2.27,松本鉱業株式会社鑑定所,ボツワナ
2.0,Very Good,G,VVS2,61.8,66.0,12229,5.92,5.73,3.59,有限会社山口水産鑑定所,南アフリカ
0.77,Premium,H,IF,54.6,58.7,1737,4.21,4.05,3.15,有限会社山本ガス鑑定所,カナダ
